,resultId,grid,positionOrder,fastestLap,fastestLapTime,fastestLapSpeed,surname,status,year,name_x,name_y
8057,23049,1,1,68.0,01:16.0,206.625,Hamilton,Finished,2016,Canadian Grand Prix,Mercedes
8058,23053,2,5,60.0,01:15.6,207.669,Rosberg,Finished,2016,Canadian Grand Prix,Mercedes
8059,23075,10,5,42.0,01:46.8,202.306,Hamilton,Finished,2016,European Grand Prix,Mercedes
8060,23071,1,1,48.0,01:46.5,202.946,Rosberg,Finished,2016,European Grand Prix,Mercedes
8061,23093,1,1,67.0,01:08.4,227.647,Hamilton,Finished,2016,Austrian Grand Prix,Mercedes
8062,23096,6,4,66.0,01:08.5,227.381,Rosberg,Finished,2016,Austrian Grand Prix,Mercedes
8063,23115,1,1,45.0,01:35.8,221.44,Hamilton,Finished,2016,British Grand Prix,Mercedes
8064,23117,2,3,44.0,01:35.5,221.957,Rosberg,Finished,2016,British Grand Prix,Mercedes
8065,23137,2,1,69.0,01:23.8,188.095,Hamilton,Finished,2016,Hungarian Grand Prix,Mercedes
8066,23138,1,2,60.0,01:23.7,188.497,Rosberg,Finished,2016,Hungarian Grand Prix,Mercedes
8067,23159,2,1,52.0,01:18.7,209.107,Hamilton,Finished,2016,German Grand Prix,Mercedes
8068,23162,1,4,51.0,01:19.1,208.114,Rosberg,Finished,2016,German Grand Prix,Mercedes
8069,23183,21,3,40.0,01:51.6,225.969,Hamilton,Finished,2016,Belgian Grand Prix,Mercedes
8070,23181,1,1,11.0,01:51.7,225.64,Rosberg,Finished,2016,Belgian Grand Prix,Mercedes
8071,23204,1,2,27.0,01:26.3,241.646,Hamilton,Finished,2016,Italian Grand Prix,Mercedes
8072,23203,2,1,26.0,01:26.6,240.82,Rosberg,Finished,2016,Italian Grand Prix,Mercedes
8073,23227,3,3,52.0,01:47.8,169.221,Hamilton,Finished,2016,Singapore Grand Prix,Mercedes
8074,23225,1,1,38.0,01:50.3,165.318,Rosberg,Finished,2016,Singapore Grand Prix,Mercedes
8075,23271,2,3,36.0,01:35.2,219.703,Hamilton,Finished,2016,Japanese Grand Prix,Mercedes
8076,23269,1,1,31.0,01:36.0,217.651,Rosberg,Finished,2016,Japanese Grand Prix,Mercedes
8077,23291,1,1,45.0,01:42.4,193.842,Hamilton,Finished,2016,United States Grand Prix,Mercedes
8078,23292,2,2,34.0,01:41.9,194.773,Rosberg,Finished,2016,United States Grand Prix,Mercedes
8079,23313,1,1,66.0,01:22.6,187.592,Hamilton,Finished,2016,Mexican Grand Prix,Mercedes
8080,23314,2,2,43.0,01:22.8,187.148,Rosberg,Finished,2016,Mexican Grand Prix,Mercedes
8081,23335,1,1,44.0,01:25.6,181.137,Hamilton,Finished,2016,Brazilian Grand Prix,Mercedes
8082,23336,2,2,47.0,01:26.2,179.912,Rosberg,Finished,2016,Brazilian Grand Prix,Mercedes
8083,23357,1,1,37.0,01:45.1,190.174,Hamilton,Finished,2016,Abu Dhabi Grand Prix,Mercedes
8084,23358,2,2,33.0,01:45.3,189.95,Rosberg,Finished,2016,Abu Dhabi Grand Prix,Mercedes
8085,23380,1,2,44.0,01:27.0,219.351,Hamilton,Finished,2017,Australian Grand Prix,Mercedes
8086,23381,3,3,56.0,01:26.6,220.465,Bottas,Finished,2017,Australian Grand Prix,Mercedes
8087,23399,1,1,44.0,01:35.4,205.745,Hamilton,Finished,2017,Chinese Grand Prix,Mercedes
8088,23404,3,6,41.0,01:35.8,204.734,Bottas,Finished,2017,Chinese Grand Prix,Mercedes
8089,23420,2,2,46.0,01:32.8,209.952,Hamilton,Finished,2017,Bahrain Grand Prix,Mercedes
8090,23421,1,3,33.0,01:34.1,207.076,Bottas,Finished,2017,Bahrain Grand Prix,Mercedes
8091,23442,4,4,18.0,01:38.4,213.955,Hamilton,Finished,2017,Russian Grand Prix,Mercedes
8092,23439,3,1,49.0,01:37.4,216.221,Bottas,Finished,2017,Russian Grand Prix,Mercedes
8093,23459,1,1,64.0,01:23.6,200.471,Hamilton,Finished,2017,Spanish Grand Prix,Mercedes
8094,23475,3,17,28.0,01:24.7,197.86,Bottas,Power Unit,2017,Spanish Grand Prix,Mercedes
8095,23485,13,7,54.0,01:15.8,158.433,Hamilton,Finished,2017,Monaco Grand Prix,Mercedes
8096,23482,3,4,22.0,01:16.4,157.16,Bottas,Finished,2017,Monaco Grand Prix,Mercedes
8097,23499,1,1,64.0,01:14.6,210.588,Hamilton,Finished,2017,Canadian Grand Prix,Mercedes
8098,23500,3,2,65.0,01:15.9,206.862,Bottas,Finished,2017,Canadian Grand Prix,Mercedes
8099,23523,1,5,46.0,01:43.5,208.862,Hamilton,Finished,2017,Azerbaijan Grand Prix,Mercedes
8100,23520,2,2,51.0,01:43.9,207.946,Bottas,Finished,2017,Azerbaijan Grand Prix,Mercedes
8101,23545,8,4,69.0,01:07.4,230.597,Hamilton,Finished,2017,Austrian Grand Prix,Mercedes
8102,23542,1,1,51.0,01:07.8,229.115,Bottas,Finished,2017,Austrian Grand Prix,Mercedes
8103,23562,1,1,48.0,01:30.6,234.025,Hamilton,Finished,2017,British Grand Prix,Mercedes
8104,23563,9,2,46.0,01:30.9,233.294,Bottas,Finished,2017,British Grand Prix,Mercedes
8105,23585,4,4,66.0,01:20.8,195.149,Hamilton,Finished,2017,Hungarian Grand Prix,Mercedes
8106,23584,3,3,68.0,01:21.2,194.198,Bottas,Finished,2017,Hungarian Grand Prix,Mercedes
8107,23602,1,1,35.0,01:46.6,236.526,Hamilton,Finished,2017,Belgian Grand Prix,Mercedes
8108,23606,3,5,37.0,01:47.7,234.071,Bottas,Finished,2017,Belgian Grand Prix,Mercedes
8109,23622,1,1,50.0,01:23.5,249.793,Hamilton,Finished,2017,Italian Grand Prix,Mercedes
8110,23623,4,2,53.0,01:23.5,249.095,Bottas,Finished,2017,Italian Grand Prix,Mercedes
8111,23642,5,1,55.0,01:45.0,173.643,Hamilton,Finished,2017,Singapore Grand Prix,Mercedes
8112,23644,6,3,54.0,01:45.4,172.989,Bottas,Finished,2017,Singapore Grand Prix,Mercedes
8113,23663,1,2,48.0,01:34.5,211.269,Hamilton,Finished,2017,Malaysian Grand Prix,Mercedes
8114,23666,5,5,44.0,01:35.3,209.424,Bottas,Finished,2017,Malaysian Grand Prix,Mercedes
8115,23682,1,1,43.0,01:33.8,222.917,Hamilton,Finished,2017,Japanese Grand Prix,Mercedes
8116,23685,6,4,50.0,01:33.1,224.439,Bottas,Finished,2017,Japanese Grand Prix,Mercedes
8117,23702,1,1,48.0,01:38.8,200.927,Hamilton,Finished,2017,United States Grand Prix,Mercedes
8118,23706,3,5,54.0,01:37.8,203.001,Bottas,Finished,2017,United States Grand Prix,Mercedes
8119,23745,20,4,63.0,01:11.8,215.914,Hamilton,Finished,2017,Brazilian Grand Prix,Mercedes
8120,23743,1,2,58.0,01:12.5,214.064,Bottas,Finished,2017,Brazilian Grand Prix,Mercedes
8121,23763,2,2,51.0,01:41.5,197.041,Hamilton,Finished,2017,Abu Dhabi Grand Prix,Mercedes
8122,23762,1,1,52.0,01:40.7,198.652,Bottas,Finished,2017,Abu Dhabi Grand Prix,Mercedes
8123,20639,7,5,52.0,01:24.5,246.828,Rosberg,Finished,2010,Italian Grand Prix,Mercedes
8124,20643,12,9,49.0,01:24.9,245.503,Schumacher,Finished,2010,Italian Grand Prix,Mercedes
8125,20663,7,5,55.0,01:50.1,165.837,Rosberg,Finished,2010,Singapore Grand Prix,Mercedes
8126,20671,9,13,54.0,01:49.7,166.509,Schumacher,+1 Lap,2010,Singapore Grand Prix,Mercedes
8127,20930,6,11,69.0,01:20.1,196.07,Rosberg,Finished,2011,Canadian Grand Prix,Mercedes
8128,20923,8,4,70.0,01:19.1,198.382,Schumacher,Finished,2011,Canadian Grand Prix,Mercedes
8129,21045,5,6,39.0,01:52.3,224.601,Rosberg,Finished,2011,Belgian Grand Prix,Mercedes
8130,21044,24,5,34.0,01:51.1,226.876,Schumacher,Finished,2011,Belgian Grand Prix,Mercedes
8131,21405,6,6,54.0,01:42.2,190.953,Rosberg,Finished,2012,European Grand Prix,Mercedes
8132,21402,12,3,43.0,01:43.1,189.22,Schumacher,Finished,2012,European Grand Prix,Mercedes
8133,21457,21,10,59.0,01:19.1,208.158,Rosberg,Finished,2012,German Grand Prix,Mercedes
8134,21454,3,7,57.0,01:18.7,209.163,Schumacher,Finished,2012,German Grand Prix,Mercedes
8135,21506,23,11,39.0,01:53.1,222.992,Rosberg,Finished,2012,Belgian Grand Prix,Mercedes
8136,21502,13,7,37.0,01:53.5,222.139,Schumacher,Finished,2012,Belgian Grand Prix,Mercedes
8137,21548,10,5,55.0,01:53.9,160.344,Rosberg,Finished,2012,Singapore Grand Prix,Mercedes
8138,21564,9,21,26.0,01:56.0,157.374,Schumacher,Collision,2012,Singapore Grand Prix,Mercedes
8139,21805,1,6,56.0,01:27.6,191.321,Rosberg,Finished,2013,Spanish Grand Prix,Mercedes
8140,21811,2,12,53.0,01:27.9,190.659,Hamilton,+1 Lap,2013,Spanish Grand Prix,Mercedes
8141,22027,6,8,46.0,01:34.7,220.868,Rosberg,Finished,2013,Japanese Grand Prix,Mercedes
8142,22039,3,20,3.0,01:41.2,206.569,Hamilton,Puncture,2013,Japanese Grand Prix,Mercedes
8143,22130,3,1,19.0,01:32.5,206.436,Rosberg,Finished,2014,Australian Grand Prix,Mercedes
8144,22148,1,19,2.0,01:49.9,173.636,Hamilton,Engine,2014,Australian Grand Prix,Mercedes
8145,22263,1,2,33.0,01:18.9,199.028,Rosberg,Finished,2014,Canadian Grand Prix,Mercedes
8146,22278,2,17,24.0,01:18.9,198.875,Hamilton,Brakes,2014,Canadian Grand Prix,Mercedes
8147,22374,1,2,36.0,01:50.5,228.161,Rosberg,Finished,2014,Belgian Grand Prix,Mercedes
8148,22391,2,19,33.0,01:53.7,221.748,Hamilton,Retired,2014,Belgian Grand Prix,Mercedes
8149,22779,6,4,50.0,01:50.9,164.368,Rosberg,Finished,2015,Singapore Grand Prix,Mercedes
8150,22793,5,18,24.0,01:52.5,162.072,Hamilton,Throttle,2015,Singapore Grand Prix,Mercedes
8151,23249,2,3,44.0,01:36.4,206.948,Rosberg,Finished,2016,Malaysian Grand Prix,Mercedes
8152,23264,1,18,31.0,01:38.6,202.391,Hamilton,Engine,2016,Malaysian Grand Prix,Mercedes
8153,20422,6,4,64.0,01:25.5,195.933,Schumacher,Finished,2010,Spanish Grand Prix,Mercedes
8154,20431,8,13,50.0,01:25.5,196.103,Rosberg,+1 Lap,2010,Spanish Grand Prix,Mercedes
8155,20597,14,11,64.0,01:25.4,184.739,Schumacher,+1 Lap,2010,Hungarian Grand Prix,Mercedes
8156,20608,6,22,13.0,01:28.0,179.316,Rosberg,Wheel,2010,Hungarian Grand Prix,Mercedes
8157,21214,6,7,45.0,01:17.2,200.919,Rosberg,+1 Lap,2011,Brazilian Grand Prix,Mercedes
8158,21222,10,15,62.0,01:16.7,202.297,Schumacher,+1 Lap,2011,Brazilian Grand Prix,Mercedes
8159,21650,13,11,51.0,01:45.2,190.015,Schumacher,Finished,2012,Abu Dhabi Grand Prix,Mercedes
8160,21662,7,23,4.0,01:49.3,182.864,Rosberg,Collision,2012,Abu Dhabi Grand Prix,Mercedes
8161,21694,13,7,37.0,01:20.2,193.522,Schumacher,Finished,2012,Brazilian Grand Prix,Mercedes
8162,21702,9,15,38.0,01:20.3,193.262,Rosberg,+1 Lap,2012,Brazilian Grand Prix,Mercedes
8163,23025,1,21,,,,Hamilton,Collision,2016,Spanish Grand Prix,Mercedes
8164,23026,2,22,,,,Rosberg,Collision,2016,Spanish Grand Prix,Mercedes
8165,23723,4,2,70.0,01:19.4,195.207,Bottas,Finished,2017,Mexican Grand Prix,Mercedes
8166,23730,3,9,69.0,01:19.9,193.813,Hamilton,+1 Lap,2017,Mexican Grand Prix,Mercedes
8167,19094,10,17,,,,Simon,Engine,1955,Monaco Grand Prix,Mercedes
8168,19092,1,15,,,,Fangio,Transmission,1955,Monaco Grand Prix,Mercedes
8169,19100,0,23,,,,Herrmann,Did not qualify,1955,Monaco Grand Prix,Mercedes
8170,19086,3,9,,,,Moss,+19 Laps,1955,Monaco Grand Prix,Mercedes
8171,19333,1,1,,,,Fangio,Finished,1954,German Grand Prix,Mercedes
8172,19336,23,4,,,,Kling,Finished,1954,German Grand Prix,Mercedes
8173,19344,13,12,,,,Lang,Spun off,1954,German Grand Prix,Mercedes
8174,19347,4,15,,,,Herrmann,Fuel leak,1954,German Grand Prix,Mercedes
8175,19057,3,1,,,,Fangio,Finished,1955,Argentine Grand Prix,Mercedes
8176,19074,6,18,,,,Kling,Accident,1955,Argentine Grand Prix,Mercedes
8177,20249,10,4,,,,Moss,+2 Laps,1955,Argentine Grand Prix,Mercedes
8178,19060,10,4,,,,Herrmann,+2 Laps,1955,Argentine Grand Prix,Mercedes
8179,20248,10,4,,,,Kling,+2 Laps,1955,Argentine Grand Prix,Mercedes
8180,19069,8,13,,,,Moss,Fuel system,1955,Argentine Grand Prix,Mercedes
8181,19135,3,2,,,,Moss,Finished,1955,Belgian Grand Prix,Mercedes
8182,19134,2,1,,,,Fangio,Finished,1955,Belgian Grand Prix,Mercedes
8183,19143,6,10,,,,Kling,Oil leak,1955,Belgian Grand Prix,Mercedes
8184,19151,2,2,,,,Moss,Finished,1955,Dutch Grand Prix,Mercedes
8185,19150,1,1,,,,Fangio,Finished,1955,Dutch Grand Prix,Mercedes
8186,19164,3,15,,,,Kling,Spun off,1955,Dutch Grand Prix,Mercedes
8187,19166,1,1,,,,Moss,Finished,1955,British Grand Prix,Mercedes
8188,19167,2,2,,,,Fangio,Finished,1955,British Grand Prix,Mercedes
8189,19168,4,3,,,,Kling,Finished,1955,British Grand Prix,Mercedes
8190,19169,5,4,,,,Taruffi,+1 Lap,1955,British Grand Prix,Mercedes
8191,19304,1,4,,,,Fangio,+1 Lap,1954,British Grand Prix,Mercedes
8192,19307,6,7,,,,Kling,+3 Laps,1954,British Grand Prix,Mercedes
8193,19356,2,1,,,,Fangio,Finished,1954,Swiss Grand Prix,Mercedes
8194,19358,7,3,,,,Herrmann,+1 Lap,1954,Swiss Grand Prix,Mercedes
8195,19364,5,9,,,,Kling,Fuel system,1954,Swiss Grand Prix,Mercedes
8196,19191,1,1,,,,Fangio,Finished,1955,Italian Grand Prix,Mercedes
8197,19192,9,2,,,,Taruffi,Finished,1955,Italian Grand Prix,Mercedes
8198,19201,3,11,,,,Kling,Gearbox,1955,Italian Grand Prix,Mercedes
8199,19204,2,14,,,,Moss,Engine,1955,Italian Grand Prix,Mercedes
8200,19396,2,3,,,,Fangio,+1 Lap,1954,Spanish Grand Prix,Mercedes
8201,19398,12,5,,,,Kling,+4 Laps,1954,Spanish Grand Prix,Mercedes
8202,19405,9,12,,,,Herrmann,Injection,1954,Spanish Grand Prix,Mercedes
8203,19279,1,1,,,,Fangio,Finished,1954,French Grand Prix,Mercedes
8204,19280,2,2,,,,Kling,Finished,1954,French Grand Prix,Mercedes
8205,19292,7,14,,,,Herrmann,Engine,1954,French Grand Prix,Mercedes
8206,19373,1,1,,,,Fangio,Finished,1954,Italian Grand Prix,Mercedes
8207,19386,4,14,,,,Kling,Accident,1954,Italian Grand Prix,Mercedes
8208,19376,8,4,,,,Herrmann,+3 Laps,1954,Italian Grand Prix,Mercedes
8209,20346,24,24,,,,Chandhok,Accident,2010,Bahrain Grand Prix,HRT
8210,20341,23,19,14.0,02:09.1,175.613,Senna,Overheating,2010,Bahrain Grand Prix,HRT
8211,20366,21,20,4.0,02:27.3,129.626,Senna,Hydraulics,2010,Australian Grand Prix,HRT
8212,20360,22,14,48.0,01:35.0,200.86,Chandhok,+5 Laps,2010,Australian Grand Prix,HRT
8213,20386,23,16,39.0,01:45.3,189.443,Senna,+4 Laps,2010,Malaysian Grand Prix,HRT
8214,20385,22,15,40.0,01:44.8,190.426,Chandhok,+3 Laps,2010,Malaysian Grand Prix,HRT
8215,20411,24,17,15.0,01:48.8,180.383,Chandhok,+4 Laps,2010,Chinese Grand Prix,HRT
8216,20410,23,16,16.0,01:48.2,181.337,Senna,+2 Laps,2010,Chinese Grand Prix,HRT
8217,20456,23,14,69.0,01:19.6,151.144,Chandhok,Collision,2010,Monaco Grand Prix,HRT
8218,20459,22,17,58.0,01:20.1,150.056,Senna,Hydraulics,2010,Monaco Grand Prix,HRT
8219,20487,22,21,35.0,01:34.2,203.898,Senna,Fuel pressure,2010,Turkish Grand Prix,HRT
8220,20486,24,20,37.0,01:34.6,203.169,Chandhok,Fuel pump,2010,Turkish Grand Prix,HRT
8221,20508,24,18,47.0,01:21.9,191.729,Chandhok,+4 Laps,2010,Canadian Grand Prix,HRT
8222,20513,22,23,5.0,01:24.5,185.741,Senna,Hydraulics,2010,Canadian Grand Prix,HRT
8223,20534,24,20,55.0,01:42.9,189.536,Senna,+2 Laps,2010,European Grand Prix,HRT
8224,20532,23,18,51.0,01:43.8,187.905,Chandhok,+2 Laps,2010,European Grand Prix,HRT
8225,20558,24,20,50.0,01:38.3,215.723,Yamamoto,+2 Laps,2010,British Grand Prix,HRT
8226,20557,23,19,40.0,01:38.8,214.656,Chandhok,+2 Laps,2010,British Grand Prix,HRT
8227,20584,22,22,16.0,01:23.5,197.105,Yamamoto,Engine,2010,German Grand Prix,HRT
8228,20581,20,19,57.0,01:20.9,203.638,Senna,+4 Laps,2010,German Grand Prix,HRT
8229,20633,18,23,5.0,02:20.2,179.844,Senna,Retired,2010,Belgian Grand Prix,HRT
8230,20630,19,20,31.0,01:55.5,218.336,Yamamoto,+2 Laps,2010,Belgian Grand Prix,HRT
8231,20697,23,15,49.0,01:40.3,208.366,Senna,+2 Laps,2010,Japanese Grand Prix,HRT
8232,20698,24,16,33.0,01:39.8,209.458,Yamamoto,+3 Laps,2010,Japanese Grand Prix,HRT
8233,20721,23,15,36.0,01:58.3,170.851,Yamamoto,+2 Laps,2010,Korean Grand Prix,HRT
8234,20720,24,14,30.0,01:59.3,169.452,Senna,+2 Laps,2010,Korean Grand Prix,HRT
8235,20751,24,21,66.0,01:17.7,199.565,Senna,+2 Laps,2010,Brazilian Grand Prix,HRT
8236,20752,23,22,63.0,01:17.7,199.67,Klien,+6 Laps,2010,Brazilian Grand Prix,HRT
8237,20774,24,20,44.0,01:46.6,187.483,Klien,+2 Laps,2010,Abu Dhabi Grand Prix,HRT
8238,20773,23,19,52.0,01:46.3,188.173,Senna,+2 Laps,2010,Abu Dhabi Grand Prix,HRT
8239,23539,0,23,,,,Liuzzi,Did not qualify,2011,Australian Grand Prix,HRT
8240,23540,0,24,,,,Karthikeyan,Did not qualify,2011,Australian Grand Prix,HRT
8241,20818,23,18,42.0,01:46.5,187.332,Liuzzi,+10 Laps,2011,Malaysian Grand Prix,HRT
8242,20823,24,23,5.0,01:49.4,182.427,Karthikeyan,+42 Laps,2011,Malaysian Grand Prix,HRT
8243,20846,23,22,,,,Liuzzi,+2 Laps,2011,Chinese Grand Prix,HRT
8244,20847,24,23,,,,Karthikeyan,+2 Laps,2011,Chinese Grand Prix,HRT
8245,20869,22,21,51.0,01:33.9,204.547,Karthikeyan,+3 Laps,2011,Turkish Grand Prix,HRT
8246,20870,20,22,41.0,01:34.7,202.925,Liuzzi,+5 Laps,2011,Turkish Grand Prix,HRT
8247,20896,21,24,22.0,01:33.9,178.496,Liuzzi,Gearbox,2011,Spanish Grand Prix,HRT
8248,20893,22,21,33.0,01:32.8,180.488,Karthikeyan,+5 Laps,2011,Spanish Grand Prix,HRT
8249,20913,22,17,74.0,01:22.7,145.338,Karthikeyan,+4 Laps,2011,Monaco Grand Prix,HRT
8250,20912,23,16,74.0,01:21.6,147.414,Liuzzi,+3 Laps,2011,Monaco Grand Prix,HRT
8251,20966,22,23,37.0,01:47.4,181.612,Liuzzi,+3 Laps,2011,European Grand Prix,HRT
8252,20967,24,24,32.0,01:47.7,181.123,Karthikeyan,+3 Laps,2011,European Grand Prix,HRT
8253,20985,23,18,40.0,01:40.5,210.97,Liuzzi,+2 Laps,2011,British Grand Prix,HRT
8254,20986,24,19,30.0,01:40.9,210.163,Ricciardo,+3 Laps,2011,British Grand Prix,HRT
8255,21012,23,21,28.0,01:40.7,184.07,Liuzzi,Electrical,2011,German Grand Prix,HRT
8256,21010,22,19,57.0,01:40.5,184.426,Ricciardo,+3 Laps,2011,German Grand Prix,HRT
8257,21033,22,18,62.0,01:28.9,177.456,Ricciardo,+4 Laps,2011,Hungarian Grand Prix,HRT
8258,21035,21,20,53.0,01:29.2,176.795,Liuzzi,+5 Laps,2011,Hungarian Grand Prix,HRT
8259,21087,24,24,,,,Liuzzi,Collision,2011,Italian Grand Prix,HRT
8260,21079,23,16,36.0,01:32.0,226.65,Ricciardo,+14 Laps,2011,Italian Grand Prix,HRT
8261,21107,24,20,41.0,01:58.3,154.399,Liuzzi,+4 Laps,2011,Singapore Grand Prix,HRT
8262,21106,23,19,40.0,01:59.1,153.386,Ricciardo,+4 Laps,2011,Singapore Grand Prix,HRT
8263,21133,22,22,49.0,01:41.4,206.09,Ricciardo,+2 Laps,2011,Japanese Grand Prix,HRT
8264,21134,24,23,37.0,01:42.4,204.134,Liuzzi,+3 Laps,2011,Japanese Grand Prix,HRT
8265,21154,24,19,53.0,01:44.9,192.752,Ricciardo,+1 Lap,2011,Korean Grand Prix,HRT
8266,21156,23,21,45.0,01:46.2,190.387,Liuzzi,+3 Laps,2011,Korean Grand Prix,HRT
8267,21176,24,17,44.0,01:32.0,200.569,Karthikeyan,+3 Laps,2011,Indian Grand Prix,HRT
8268,21177,23,18,49.0,01:31.7,201.256,Ricciardo,+3 Laps,2011,Indian Grand Prix,HRT
8269,21203,22,20,52.0,01:49.2,183.028,Liuzzi,+2 Laps,2011,Abu Dhabi Grand Prix,HRT
8270,21204,20,21,35.0,01:48.3,184.664,Ricciardo,Mechanical,2011,Abu Dhabi Grand Prix,HRT
8271,21254,0,23,,,,de la Rosa,Did not qualify,2012,Australian Grand Prix,HRT
8272,21255,0,24,,,,Karthikeyan,Did not qualify,2012,Australian Grand Prix,HRT
8273,21277,22,22,54.0,01:46.2,187.82,de la Rosa,+2 Laps,2012,Malaysian Grand Prix,HRT
8274,21276,23,21,52.0,01:45.9,188.414,Karthikeyan,+2 Laps,2012,Malaysian Grand Prix,HRT
8275,21300,22,21,54.0,01:43.6,189.398,de la Rosa,+1 Lap,2012,Chinese Grand Prix,HRT
8276,21301,23,22,40.0,01:43.9,188.806,Karthikeyan,+2 Laps,2012,Chinese Grand Prix,HRT
8277,21323,20,20,41.0,01:40.2,194.371,de la Rosa,+2 Laps,2012,Bahrain Grand Prix,HRT
8278,21324,24,21,48.0,01:39.7,195.326,Karthikeyan,+2 Laps,2012,Bahrain Grand Prix,HRT
8279,21346,22,19,54.0,01:30.7,184.718,de la Rosa,+3 Laps,2012,Spanish Grand Prix,HRT
8280,21349,23,22,15.0,01:32.9,180.381,Karthikeyan,Mechanical,2012,Spanish Grand Prix,HRT
8281,21373,20,22,,,,de la Rosa,Accident,2012,Monaco Grand Prix,HRT
8282,21366,22,15,44.0,01:20.3,149.764,Karthikeyan,+2 Laps,2012,Monaco Grand Prix,HRT
8283,21398,20,23,23.0,01:21.5,192.55,de la Rosa,Brakes,2012,Canadian Grand Prix,HRT
8284,21399,24,24,12.0,01:22.0,191.355,Karthikeyan,Suspension,2012,Canadian Grand Prix,HRT
8285,21443,21,20,44.0,01:39.6,212.889,de la Rosa,+2 Laps,2012,British Grand Prix,HRT
8286,21444,22,21,50.0,01:38.3,215.658,Karthikeyan,+2 Laps,2012,British Grand Prix,HRT
8287,21494,24,23,56.0,01:29.5,176.207,Karthikeyan,Suspension,2012,Hungarian Grand Prix,HRT
8288,21493,23,22,56.0,01:28.8,177.678,de la Rosa,+3 Laps,2012,Hungarian Grand Prix,HRT
8289,21537,23,18,51.0,01:30.4,230.699,de la Rosa,+1 Lap,2012,Italian Grand Prix,HRT
8290,21538,21,19,44.0,01:31.1,228.957,Karthikeyan,+1 Lap,2012,Italian Grand Prix,HRT
8291,21585,20,18,50.0,01:39.4,210.417,de la Rosa,+1 Lap,2012,Japanese Grand Prix,HRT
8292,21588,24,21,21.0,01:41.4,206.19,Karthikeyan,Vibrations,2012,Japanese Grand Prix,HRT
8293,21612,22,21,9.0,01:49.9,183.996,de la Rosa,Throttle,2012,Korean Grand Prix,HRT
8294,21611,23,20,39.0,01:47.1,188.795,Karthikeyan,+2 Laps,2012,Korean Grand Prix,HRT
8295,21638,22,23,39.0,01:32.9,198.677,de la Rosa,Accident,2012,Indian Grand Prix,HRT
8296,21636,23,21,53.0,01:32.2,200.193,Karthikeyan,+2 Laps,2012,Indian Grand Prix,HRT
8297,21684,23,21,43.0,01:44.7,189.623,de la Rosa,+2 Laps,2012,United States Grand Prix,HRT
8298,21685,24,22,51.0,01:44.5,189.906,Karthikeyan,+2 Laps,2012,United States Grand Prix,HRT
8299,20656,22,22,10.0,01:30.9,229.476,Senna,Retired,2010,Italian Grand Prix,HRT
8300,20653,23,19,45.0,01:28.9,234.653,Yamamoto,+2 Laps,2010,Italian Grand Prix,HRT
8301,20680,23,22,19.0,01:58.0,154.819,Senna,Accident,2010,Singapore Grand Prix,HRT
8302,20678,22,20,23.0,01:57.8,155.077,Klien,Hydraulics,2010,Singapore Grand Prix,HRT
8303,20932,20,13,63.0,01:23.4,188.201,Liuzzi,+1 Lap,2011,Canadian Grand Prix,HRT
8304,20933,22,14,66.0,01:23.1,188.887,Karthikeyan,+1 Lap,2011,Canadian Grand Prix,HRT
8305,21058,22,19,42.0,01:58.1,213.57,Liuzzi,+1 Lap,2011,Belgian Grand Prix,HRT
8306,21060,23,21,10.0,01:59.8,210.416,Ricciardo,Engine,2011,Belgian Grand Prix,HRT
8307,21416,21,17,36.0,01:46.8,182.664,de la Rosa,+1 Lap,2012,European Grand Prix,HRT
8308,21417,22,18,42.0,01:46.4,183.37,Karthikeyan,+1 Lap,2012,European Grand Prix,HRT
8309,21468,23,21,51.0,01:22.4,199.817,de la Rosa,+3 Laps,2012,German Grand Prix,HRT
8310,21470,24,23,55.0,01:21.8,201.33,Karthikeyan,+3 Laps,2012,German Grand Prix,HRT
8311,21513,21,18,30.0,01:57.3,214.929,de la Rosa,+1 Lap,2012,Belgian Grand Prix,HRT
8312,21514,24,19,16.0,01:59.1,211.684,Karthikeyan,Spun off,2012,Belgian Grand Prix,HRT
8313,21560,24,17,48.0,01:57.7,155.202,de la Rosa,+1 Lap,2012,Singapore Grand Prix,HRT
8314,21566,23,23,26.0,01:58.5,154.107,Karthikeyan,Accident,2012,Singapore Grand Prix,HRT
8315,20441,21,23,,,,Senna,Accident,2010,Spanish Grand Prix,HRT
8316,20439,24,21,26.0,01:32.0,182.071,Chandhok,Suspension,2010,Spanish Grand Prix,HRT
8317,20605,24,19,59.0,01:29.3,176.657,Yamamoto,+4 Laps,2010,Hungarian Grand Prix,HRT
8318,20603,22,17,61.0,01:28.1,179.033,Senna,+3 Laps,2010,Hungarian Grand Prix,HRT
8319,21228,21,21,60.0,01:20.6,192.346,Liuzzi,Retired,2011,Brazilian Grand Prix,HRT
8320,21227,22,20,64.0,01:19.6,194.759,Ricciardo,+3 Laps,2011,Brazilian Grand Prix,HRT
8321,21656,22,17,47.0,01:48.6,184.078,de la Rosa,Finished,2012,Abu Dhabi Grand Prix,HRT
8322,21661,23,22,6.0,01:52.2,178.142,Karthikeyan,Collision,2012,Abu Dhabi Grand Prix,HRT
8323,21704,24,17,37.0,01:21.1,191.31,de la Rosa,+2 Laps,2012,Brazilian Grand Prix,HRT
8324,21705,23,18,40.0,01:21.5,190.233,Karthikeyan,+2 Laps,2012,Brazilian Grand Prix,HRT
