,resultId,grid,positionOrder,fastestLap,fastestLapTime,fastestLapSpeed,surname,status,year,name_x,name_y
0,1,1,1,39.0,01:27.5,218.3,Hamilton,Finished,2008,Australian Grand Prix,McLaren
1,5,3,5,43.0,01:27.4,218.385,Kovalainen,Finished,2008,Australian Grand Prix,McLaren
2,27,9,5,53.0,01:35.5,209.033,Hamilton,Finished,2008,Malaysian Grand Prix,McLaren
3,25,8,3,19.0,01:35.9,208.031,Kovalainen,Finished,2008,Malaysian Grand Prix,McLaren
4,69,5,3,20.0,01:22.0,204.323,Hamilton,Finished,2008,Spanish Grand Prix,McLaren
5,83,6,17,19.0,01:22.5,203.243,Kovalainen,Accident,2008,Spanish Grand Prix,McLaren
6,90,3,2,31.0,01:26.5,222.085,Hamilton,Finished,2008,Turkish Grand Prix,McLaren
7,100,2,12,55.0,01:27.6,219.269,Kovalainen,+1 Lap,2008,Turkish Grand Prix,McLaren
8,109,3,1,71.0,01:18.5,153.152,Hamilton,Finished,2008,Monaco Grand Prix,McLaren
9,116,4,8,74.0,01:17.3,155.586,Kovalainen,Finished,2008,Monaco Grand Prix,McLaren
10,158,13,10,40.0,01:17.5,205.022,Hamilton,Finished,2008,French Grand Prix,McLaren
11,152,10,4,46.0,01:17.1,205.87,Kovalainen,Finished,2008,French Grand Prix,McLaren
12,169,4,1,16.0,01:32.8,199.398,Hamilton,Finished,2008,British Grand Prix,McLaren
13,173,1,5,17.0,01:33.1,198.728,Kovalainen,+1 Lap,2008,British Grand Prix,McLaren
14,189,1,1,17.0,01:16.0,216.552,Hamilton,Finished,2008,German Grand Prix,McLaren
15,193,3,5,63.0,01:16.5,215.261,Kovalainen,Finished,2008,German Grand Prix,McLaren
16,213,1,5,15.0,01:21.5,193.533,Hamilton,Finished,2008,Hungarian Grand Prix,McLaren
17,209,2,1,19.0,01:21.8,192.917,Kovalainen,Finished,2008,Hungarian Grand Prix,McLaren
18,230,2,2,16.0,01:38.9,197.285,Hamilton,Finished,2008,European Grand Prix,McLaren
19,232,5,4,19.0,01:39.1,196.831,Kovalainen,Finished,2008,European Grand Prix,McLaren
20,251,1,3,20.0,01:48.1,233.175,Hamilton,Finished,2008,Belgian Grand Prix,McLaren
21,258,3,10,35.0,01:48.2,232.985,Kovalainen,Gearbox,2008,Belgian Grand Prix,McLaren
22,275,15,7,52.0,01:29.7,232.44,Hamilton,Finished,2008,Italian Grand Prix,McLaren
23,270,2,2,53.0,01:30.3,230.95,Kovalainen,Finished,2008,Italian Grand Prix,McLaren
24,291,2,3,14.0,01:46.1,171.969,Hamilton,Finished,2008,Singapore Grand Prix,McLaren
25,298,5,10,14.0,01:47.3,169.943,Kovalainen,Finished,2008,Singapore Grand Prix,McLaren
26,320,1,12,65.0,01:19.6,206.47,Hamilton,Finished,2008,Japanese Grand Prix,McLaren
27,325,3,17,12.0,01:19.3,207.257,Kovalainen,Engine,2008,Japanese Grand Prix,McLaren
28,329,1,1,13.0,01:36.3,203.722,Hamilton,Finished,2008,Chinese Grand Prix,McLaren
29,346,5,18,32.0,01:37.3,201.677,Kovalainen,Hydraulics,2008,Chinese Grand Prix,McLaren
30,353,4,5,31.0,01:14.2,209.177,Hamilton,Finished,2008,Brazilian Grand Prix,McLaren
31,355,5,7,36.0,01:14.2,209.042,Kovalainen,Finished,2008,Brazilian Grand Prix,McLaren
32,371,4,3,20.0,01:26.4,221.083,Hamilton,Finished,2007,Australian Grand Prix,McLaren
33,370,2,2,20.0,01:26.3,221.178,Alonso,Finished,2007,Australian Grand Prix,McLaren
34,392,4,2,22.0,01:36.7,206.355,Hamilton,Finished,2007,Malaysian Grand Prix,McLaren
35,391,2,1,42.0,01:36.9,206.014,Alonso,Finished,2007,Malaysian Grand Prix,McLaren
36,414,2,2,18.0,01:34.3,206.674,Hamilton,Finished,2007,Bahrain Grand Prix,McLaren
37,417,4,5,46.0,01:34.4,206.346,Alonso,Finished,2007,Bahrain Grand Prix,McLaren
38,436,4,2,20.0,01:22.9,202.205,Hamilton,Finished,2007,Spanish Grand Prix,McLaren
39,437,2,3,17.0,01:23.0,201.986,Alonso,Finished,2007,Spanish Grand Prix,McLaren
40,458,2,2,28.0,01:15.4,159.528,Hamilton,Finished,2007,Monaco Grand Prix,McLaren
41,457,1,1,44.0,01:15.3,159.715,Alonso,Finished,2007,Monaco Grand Prix,McLaren
42,479,1,1,37.0,01:16.5,205.239,Hamilton,Finished,2007,Canadian Grand Prix,McLaren
43,485,2,7,46.0,01:16.4,205.58,Alonso,Finished,2007,Canadian Grand Prix,McLaren
44,501,1,1,20.0,01:13.2,206.101,Hamilton,Finished,2007,United States Grand Prix,McLaren
45,502,2,2,21.0,01:13.3,206.003,Alonso,Finished,2007,United States Grand Prix,McLaren
46,525,2,3,39.0,01:16.6,207.34,Hamilton,Finished,2007,French Grand Prix,McLaren
47,529,10,7,36.0,01:16.5,207.59,Alonso,Finished,2007,French Grand Prix,McLaren
48,547,1,3,11.0,01:21.7,226.6,Hamilton,Finished,2007,British Grand Prix,McLaren
49,546,3,2,35.0,01:21.1,228.159,Alonso,Finished,2007,British Grand Prix,McLaren
50,589,1,1,13.0,01:20.2,196.724,Hamilton,Finished,2007,Hungarian Grand Prix,McLaren
51,592,6,4,49.0,01:20.3,196.349,Alonso,Finished,2007,Hungarian Grand Prix,McLaren
52,615,2,5,17.0,01:28.0,218.464,Hamilton,Finished,2007,Turkish Grand Prix,McLaren
53,613,4,3,39.0,01:28.1,218.199,Alonso,Finished,2007,Turkish Grand Prix,McLaren
54,634,2,2,17.0,01:22.9,251.456,Hamilton,Finished,2007,Italian Grand Prix,McLaren
55,633,1,1,15.0,01:22.9,251.653,Alonso,Finished,2007,Italian Grand Prix,McLaren
56,658,4,4,41.0,01:48.2,233.002,Hamilton,Finished,2007,Belgian Grand Prix,McLaren
57,657,3,3,44.0,01:48.2,233.073,Alonso,Finished,2007,Belgian Grand Prix,McLaren
58,677,1,1,27.0,01:28.2,186.259,Hamilton,Finished,2007,Japanese Grand Prix,McLaren
59,697,2,21,25.0,01:28.5,185.59,Alonso,Accident,2007,Japanese Grand Prix,McLaren
60,7580,12,7,17.0,01:39.1,201.276,Hamilton,Finished,2009,Malaysian Grand Prix,McLaren
61,7593,14,20,,,,Kovalainen,Spun off,2009,Malaysian Grand Prix,McLaren
62,7599,9,6,39.0,01:54.7,171.138,Hamilton,Finished,2009,Chinese Grand Prix,McLaren
63,7598,12,5,41.0,01:54.5,171.361,Kovalainen,Finished,2009,Chinese Grand Prix,McLaren
64,7617,5,4,13.0,01:34.9,205.269,Hamilton,Finished,2009,Bahrain Grand Prix,McLaren
65,7625,11,12,54.0,01:35.5,203.969,Kovalainen,Finished,2009,Bahrain Grand Prix,McLaren
66,7686,16,13,53.0,01:28.6,216.986,Hamilton,Finished,2009,Turkish Grand Prix,McLaren
67,7687,14,14,41.0,01:29.2,215.497,Kovalainen,+1 Lap,2009,Turkish Grand Prix,McLaren
68,7734,4,1,16.0,01:22.5,191.219,Hamilton,Finished,2009,Hungarian Grand Prix,McLaren
69,7738,6,5,63.0,01:23.0,190.115,Kovalainen,Finished,2009,Hungarian Grand Prix,McLaren
70,7755,1,2,57.0,01:39.1,196.943,Hamilton,Finished,2009,European Grand Prix,McLaren
71,7757,2,4,56.0,01:39.3,196.378,Kovalainen,Finished,2009,European Grand Prix,McLaren
72,7814,1,1,36.0,01:48.3,168.561,Hamilton,Finished,2009,Singapore Grand Prix,McLaren
73,7820,8,7,36.0,01:49.3,167.114,Kovalainen,Finished,2009,Singapore Grand Prix,McLaren
74,7836,3,3,13.0,01:33.3,224.162,Hamilton,Finished,2009,Japanese Grand Prix,McLaren
75,7844,11,11,35.0,01:33.8,222.867,Kovalainen,Finished,2009,Japanese Grand Prix,McLaren
76,7856,17,3,59.0,01:14.3,208.654,Hamilton,Finished,2009,Brazilian Grand Prix,McLaren
77,7862,16,9,68.0,01:14.3,208.772,Kovalainen,Finished,2009,Brazilian Grand Prix,McLaren
78,20325,4,3,42.0,01:59.6,189.665,Hamilton,Finished,2010,Bahrain Grand Prix,McLaren
79,20329,8,7,45.0,02:00.0,189.017,Button,Finished,2010,Bahrain Grand Prix,McLaren
80,20352,11,6,47.0,01:28.5,215.7,Hamilton,Finished,2010,Australian Grand Prix,McLaren
81,20347,4,1,52.0,01:29.3,213.804,Button,Finished,2010,Australian Grand Prix,McLaren
82,20376,20,6,32.0,01:37.7,204.151,Hamilton,Finished,2010,Malaysian Grand Prix,McLaren
83,20378,17,8,49.0,01:38.5,202.584,Button,Finished,2010,Malaysian Grand Prix,McLaren
84,20396,6,2,13.0,01:42.1,192.273,Hamilton,Finished,2010,Chinese Grand Prix,McLaren
85,20395,5,1,14.0,01:42.9,190.731,Button,Finished,2010,Chinese Grand Prix,McLaren
86,20447,5,5,68.0,01:16.2,157.755,Hamilton,Finished,2010,Monaco Grand Prix,McLaren
87,20465,8,23,2.0,02:14.3,89.54,Button,Engine,2010,Monaco Grand Prix,McLaren
88,20467,2,1,54.0,01:30.1,213.342,Hamilton,Finished,2010,Turkish Grand Prix,McLaren
89,20468,4,2,42.0,01:29.9,213.769,Button,Finished,2010,Turkish Grand Prix,McLaren
90,20491,1,1,62.0,01:17.8,201.778,Hamilton,Finished,2010,Canadian Grand Prix,McLaren
91,20492,4,2,66.0,01:18.1,200.906,Button,Finished,2010,Canadian Grand Prix,McLaren
92,20516,3,2,56.0,01:39.2,196.744,Hamilton,Finished,2010,European Grand Prix,McLaren
93,20517,7,3,54.0,01:38.8,197.521,Button,Finished,2010,European Grand Prix,McLaren
94,20540,4,2,43.0,01:32.8,228.633,Hamilton,Finished,2010,British Grand Prix,McLaren
95,20542,14,4,52.0,01:33.0,228.031,Button,Finished,2010,British Grand Prix,McLaren
96,20566,6,4,65.0,01:16.5,215.238,Hamilton,Finished,2010,German Grand Prix,McLaren
97,20567,5,5,65.0,01:16.5,215.385,Button,Finished,2010,German Grand Prix,McLaren
98,20611,2,1,32.0,01:49.1,231.178,Hamilton,Finished,2010,Belgian Grand Prix,McLaren
99,20632,5,22,6.0,01:52.9,223.375,Button,Collision,2010,Belgian Grand Prix,McLaren
100,20687,8,5,35.0,01:35.2,219.633,Hamilton,Finished,2010,Japanese Grand Prix,McLaren
101,20686,5,4,53.0,01:33.5,223.515,Button,Finished,2010,Japanese Grand Prix,McLaren
102,20708,4,2,42.0,01:50.4,183.048,Hamilton,Finished,2010,Korean Grand Prix,McLaren
103,20718,7,12,42.0,01:52.2,180.171,Button,Finished,2010,Korean Grand Prix,McLaren
104,20734,4,4,66.0,01:13.9,210.049,Hamilton,Finished,2010,Brazilian Grand Prix,McLaren
105,20735,11,5,71.0,01:13.9,209.819,Button,Finished,2010,Brazilian Grand Prix,McLaren
106,20756,2,2,47.0,01:41.3,197.428,Hamilton,Finished,2010,Abu Dhabi Grand Prix,McLaren
107,20757,4,3,48.0,01:41.6,196.725,Button,Finished,2010,Abu Dhabi Grand Prix,McLaren
108,20780,2,2,41.0,01:30.3,211.382,Hamilton,Finished,2011,Australian Grand Prix,McLaren
109,20784,4,6,49.0,01:29.9,212.396,Button,Finished,2011,Australian Grand Prix,McLaren
110,20808,2,8,54.0,01:41.5,196.575,Hamilton,Finished,2011,Malaysian Grand Prix,McLaren
111,20802,4,2,50.0,01:41.3,197.057,Button,Finished,2011,Malaysian Grand Prix,McLaren
112,20825,3,1,,,,Hamilton,Finished,2011,Chinese Grand Prix,McLaren
113,20828,2,4,,,,Button,Finished,2011,Chinese Grand Prix,McLaren
114,20852,4,4,48.0,01:30.1,213.264,Hamilton,Finished,2011,Turkish Grand Prix,McLaren
115,20854,6,6,47.0,01:31.2,210.786,Button,Finished,2011,Turkish Grand Prix,McLaren
116,20874,3,2,52.0,01:26.7,193.227,Hamilton,Finished,2011,Spanish Grand Prix,McLaren
117,20875,5,3,63.0,01:27.5,191.48,Button,Finished,2011,Spanish Grand Prix,McLaren
118,20902,9,6,54.0,01:17.8,154.456,Hamilton,Finished,2011,Monaco Grand Prix,McLaren
119,20899,2,3,78.0,01:16.5,157.252,Button,Finished,2011,Monaco Grand Prix,McLaren
120,20947,3,4,47.0,01:42.9,189.499,Hamilton,Finished,2011,European Grand Prix,McLaren
121,20949,6,6,57.0,01:42.3,190.623,Button,Finished,2011,European Grand Prix,McLaren
122,20971,10,4,39.0,01:36.2,220.499,Hamilton,Finished,2011,British Grand Prix,McLaren
123,20987,5,20,31.0,01:37.0,218.675,Button,Wheel nut,2011,British Grand Prix,McLaren
124,20992,2,1,59.0,01:34.3,196.526,Hamilton,Finished,2011,German Grand Prix,McLaren
125,21013,7,22,33.0,01:36.3,192.532,Button,Hydraulics,2011,German Grand Prix,McLaren
126,21019,2,4,61.0,01:23.7,188.517,Hamilton,Finished,2011,Hungarian Grand Prix,McLaren
127,21016,3,1,58.0,01:23.9,187.898,Button,Finished,2011,Hungarian Grand Prix,McLaren
128,21067,2,4,52.0,01:26.2,241.971,Hamilton,Finished,2011,Italian Grand Prix,McLaren
129,21065,3,2,52.0,01:26.2,241.915,Button,Finished,2011,Italian Grand Prix,McLaren
130,21092,4,5,54.0,01:50.8,164.779,Hamilton,Finished,2011,Singapore Grand Prix,McLaren
131,21089,3,2,54.0,01:48.5,168.392,Button,Finished,2011,Singapore Grand Prix,McLaren
132,21116,3,5,49.0,01:37.6,214.093,Hamilton,Finished,2011,Japanese Grand Prix,McLaren
133,21112,2,1,52.0,01:36.6,216.481,Button,Finished,2011,Japanese Grand Prix,McLaren
134,21137,1,2,54.0,01:40.5,201.216,Hamilton,Finished,2011,Korean Grand Prix,McLaren
135,21139,3,4,55.0,01:40.7,200.716,Button,Finished,2011,Korean Grand Prix,McLaren
136,21166,5,7,58.0,01:28.7,207.955,Hamilton,Finished,2011,Indian Grand Prix,McLaren
137,21161,4,2,60.0,01:28.0,209.737,Button,Finished,2011,Indian Grand Prix,McLaren
138,21184,2,1,51.0,01:43.5,193.255,Hamilton,Finished,2011,Abu Dhabi Grand Prix,McLaren
139,21186,3,3,51.0,01:43.2,193.83,Button,Finished,2011,Abu Dhabi Grand Prix,McLaren
140,21234,1,3,57.0,01:29.5,213.214,Hamilton,Finished,2012,Australian Grand Prix,McLaren
141,21232,2,1,56.0,01:29.2,214.053,Button,Finished,2012,Australian Grand Prix,McLaren
142,21258,1,3,50.0,01:41.5,196.523,Hamilton,Finished,2012,Malaysian Grand Prix,McLaren
143,21269,2,14,50.0,01:42.1,195.443,Button,Finished,2012,Malaysian Grand Prix,McLaren
144,21282,7,3,40.0,01:40.5,195.201,Hamilton,Finished,2012,Chinese Grand Prix,McLaren
145,21281,5,2,56.0,01:40.4,195.411,Button,Finished,2012,Chinese Grand Prix,McLaren
146,21311,2,8,38.0,01:37.7,199.351,Hamilton,Finished,2012,Bahrain Grand Prix,McLaren
147,21321,4,18,47.0,01:38.0,198.714,Button,Exhaust,2012,Bahrain Grand Prix,McLaren
148,21335,24,8,50.0,01:28.9,188.465,Hamilton,Finished,2012,Spanish Grand Prix,McLaren
149,21336,10,9,41.0,01:28.6,189.09,Button,Finished,2012,Spanish Grand Prix,McLaren
150,21356,3,5,46.0,01:18.8,152.577,Hamilton,Finished,2012,Monaco Grand Prix,McLaren
151,21367,12,16,51.0,01:19.9,150.444,Button,Collision,2012,Monaco Grand Prix,McLaren
152,21376,2,1,59.0,01:17.0,203.837,Hamilton,Finished,2012,Canadian Grand Prix,McLaren
153,21391,10,16,63.0,01:17.8,201.682,Button,+1 Lap,2012,Canadian Grand Prix,McLaren
154,21431,8,8,44.0,01:36.2,220.515,Hamilton,Finished,2012,British Grand Prix,McLaren
155,21433,16,10,52.0,01:36.1,220.714,Button,Finished,2012,British Grand Prix,McLaren
156,21472,1,1,65.0,01:25.7,184.082,Hamilton,Finished,2012,Hungarian Grand Prix,McLaren
157,21477,4,6,58.0,01:25.8,183.751,Button,Finished,2012,Hungarian Grand Prix,McLaren
158,21520,1,1,52.0,01:28.4,235.841,Hamilton,Finished,2012,Italian Grand Prix,McLaren
159,21542,2,23,31.0,01:28.9,234.518,Button,Fuel pressure,2012,Italian Grand Prix,McLaren
160,21572,9,5,45.0,01:37.8,213.842,Hamilton,Finished,2012,Japanese Grand Prix,McLaren
161,21571,8,4,51.0,01:36.6,216.396,Button,Finished,2012,Japanese Grand Prix,McLaren
162,21601,3,10,49.0,01:42.7,196.785,Hamilton,Finished,2012,Korean Grand Prix,McLaren
163,21615,11,24,,,,Button,Collision,2012,Korean Grand Prix,McLaren
164,21619,3,4,58.0,01:28.9,207.433,Hamilton,Finished,2012,Indian Grand Prix,McLaren
165,21620,4,5,60.0,01:28.2,209.176,Button,Finished,2012,Indian Grand Prix,McLaren
166,21664,2,1,55.0,01:39.7,199.047,Hamilton,Finished,2012,United States Grand Prix,McLaren
167,21668,12,5,54.0,01:40.2,198.17,Button,Finished,2012,United States Grand Prix,McLaren
168,21720,10,9,41.0,01:30.2,211.654,Button,Finished,2013,Australian Grand Prix,McLaren
169,21722,15,11,46.0,01:29.9,212.294,PÌ©rez,Finished,2013,Australian Grand Prix,McLaren
170,21742,9,9,56.0,01:39.2,201.159,PÌ©rez,Finished,2013,Malaysian Grand Prix,McLaren
171,21750,7,17,43.0,01:40.6,198.444,Button,Withdrew,2013,Malaysian Grand Prix,McLaren
172,21760,8,5,56.0,01:38.1,200.122,Button,Finished,2013,Chinese Grand Prix,McLaren
173,21766,12,11,55.0,01:41.3,193.754,PÌ©rez,Finished,2013,Chinese Grand Prix,McLaren
174,21787,10,10,49.0,01:37.7,199.33,Button,Finished,2013,Bahrain Grand Prix,McLaren
175,21783,12,6,41.0,01:37.9,198.984,PÌ©rez,Finished,2013,Bahrain Grand Prix,McLaren
176,21827,9,6,76.0,01:18.7,152.743,Button,Finished,2013,Monaco Grand Prix,McLaren
177,21837,7,16,27.0,01:19.5,151.188,PÌ©rez,Suspension,2013,Monaco Grand Prix,McLaren
178,21855,14,12,68.0,01:17.5,202.685,Button,+1 Lap,2013,Canadian Grand Prix,McLaren
179,21854,12,11,69.0,01:17.4,202.918,PÌ©rez,+1 Lap,2013,Canadian Grand Prix,McLaren
180,21878,10,13,39.0,01:36.4,220.096,Button,Finished,2013,British Grand Prix,McLaren
181,21885,13,20,37.0,01:36.1,220.611,PÌ©rez,Wheel,2013,British Grand Prix,McLaren
182,21893,9,6,49.0,01:34.2,196.736,Button,Finished,2013,German Grand Prix,McLaren
183,21895,13,8,50.0,01:36.1,192.78,PÌ©rez,Finished,2013,German Grand Prix,McLaren
184,21916,13,7,56.0,01:26.2,182.975,Button,Finished,2013,Hungarian Grand Prix,McLaren
185,21918,9,9,59.0,01:26.1,183.086,PÌ©rez,+1 Lap,2013,Hungarian Grand Prix,McLaren
186,21937,6,6,36.0,01:50.8,227.519,Button,Finished,2013,Belgian Grand Prix,McLaren
187,21942,13,11,34.0,01:53.5,222.208,PÌ©rez,Finished,2013,Belgian Grand Prix,McLaren
188,21963,9,10,46.0,01:27.8,237.445,Button,Finished,2013,Italian Grand Prix,McLaren
189,21965,8,12,44.0,01:27.6,238.049,PÌ©rez,Finished,2013,Italian Grand Prix,McLaren
190,21982,8,7,46.0,01:51.7,163.182,Button,Finished,2013,Singapore Grand Prix,McLaren
191,21983,14,8,46.0,01:51.9,162.911,PÌ©rez,Finished,2013,Singapore Grand Prix,McLaren
192,22005,11,8,45.0,01:43.1,196.113,Button,Finished,2013,Korean Grand Prix,McLaren
193,22007,10,10,47.0,01:43.0,196.303,PÌ©rez,Finished,2013,Korean Grand Prix,McLaren
194,22046,9,5,59.0,01:28.5,208.467,PÌ©rez,Finished,2013,Indian Grand Prix,McLaren
195,22055,10,14,57.0,01:28.8,207.737,Button,+1 Lap,2013,Indian Grand Prix,McLaren
196,22075,12,12,43.0,01:46.3,188.03,Button,Finished,2013,Abu Dhabi Grand Prix,McLaren
197,22072,8,9,51.0,01:45.4,189.637,PÌ©rez,Finished,2013,Abu Dhabi Grand Prix,McLaren
198,22095,15,10,50.0,01:41.3,195.95,Button,Finished,2013,United States Grand Prix,McLaren
199,22092,7,7,47.0,01:41.8,194.901,PÌ©rez,Finished,2013,United States Grand Prix,McLaren
200,22111,14,4,52.0,01:16.5,202.909,Button,Finished,2013,Brazilian Grand Prix,McLaren
201,22113,19,6,50.0,01:16.2,203.451,PÌ©rez,Finished,2013,Brazilian Grand Prix,McLaren
202,22157,10,6,47.0,01:46.0,188.183,Button,Finished,2014,Malaysian Grand Prix,McLaren
203,22160,8,9,44.0,01:45.4,189.372,Magnussen,+1 Lap,2014,Malaysian Grand Prix,McLaren
204,22190,6,17,37.0,01:39.6,195.683,Button,Clutch,2014,Bahrain Grand Prix,McLaren
205,22191,8,18,40.0,01:40.1,194.621,Magnussen,Clutch,2014,Bahrain Grand Prix,McLaren
206,22206,12,11,30.0,01:43.4,189.829,Button,+1 Lap,2014,Chinese Grand Prix,McLaren
207,22208,15,13,33.0,01:42.7,191.075,Magnussen,+1 Lap,2014,Chinese Grand Prix,McLaren
208,22228,8,11,43.0,01:30.6,185.042,Button,+1 Lap,2014,Spanish Grand Prix,McLaren
209,22229,14,12,43.0,01:30.3,185.544,Magnussen,+1 Lap,2014,Spanish Grand Prix,McLaren
210,22245,12,6,42.0,01:21.0,148.358,Button,+1 Lap,2014,Monaco Grand Prix,McLaren
211,22249,8,10,75.0,01:20.7,149.075,Magnussen,+1 Lap,2014,Monaco Grand Prix,McLaren
212,22294,11,11,60.0,01:12.9,213.752,Button,Finished,2014,Austrian Grand Prix,McLaren
213,22290,6,7,53.0,01:12.7,214.081,Magnussen,Finished,2014,Austrian Grand Prix,McLaren
214,22309,3,4,52.0,01:38.3,215.778,Button,Finished,2014,British Grand Prix,McLaren
215,22312,5,7,32.0,01:38.7,214.919,Magnussen,Finished,2014,British Grand Prix,McLaren
216,22335,11,8,64.0,01:21.3,202.424,Button,Finished,2014,German Grand Prix,McLaren
217,22336,4,9,56.0,01:20.2,205.255,Magnussen,+1 Lap,2014,German Grand Prix,McLaren
218,22359,7,10,50.0,01:29.2,176.898,Button,Finished,2014,Hungarian Grand Prix,McLaren
219,22361,21,12,41.0,01:28.9,177.442,Magnussen,Finished,2014,Hungarian Grand Prix,McLaren
220,22402,6,8,35.0,01:29.2,233.68,Button,Finished,2014,Italian Grand Prix,McLaren
221,22404,5,10,34.0,01:29.3,233.58,Magnussen,Finished,2014,Italian Grand Prix,McLaren
222,22426,9,10,48.0,01:51.6,163.33,Magnussen,Finished,2014,Singapore Grand Prix,McLaren
223,22434,11,18,16.0,01:53.7,160.359,Button,Retired,2014,Singapore Grand Prix,McLaren
224,22443,8,5,33.0,01:51.7,187.119,Button,Finished,2014,Japanese Grand Prix,McLaren
225,22452,7,14,38.0,01:53.5,184.17,Magnussen,+1 Lap,2014,Japanese Grand Prix,McLaren
226,22464,4,4,47.0,01:42.0,206.472,Button,Finished,2014,Russian Grand Prix,McLaren
227,22465,11,5,44.0,01:43.1,204.245,Magnussen,Finished,2014,Russian Grand Prix,McLaren
228,22489,7,8,29.0,01:44.3,190.309,Magnussen,Finished,2014,United States Grand Prix,McLaren
229,22493,12,12,33.0,01:44.3,190.367,Button,+1 Lap,2014,United States Grand Prix,McLaren
230,22503,5,4,68.0,01:14.0,209.629,Button,Finished,2014,Brazilian Grand Prix,McLaren
231,22508,7,9,62.0,01:14.5,208.097,Magnussen,Finished,2014,Brazilian Grand Prix,McLaren
232,22522,6,5,47.0,01:46.7,187.32,Button,Finished,2014,Abu Dhabi Grand Prix,McLaren
233,22528,9,11,37.0,01:46.8,187.171,Magnussen,Finished,2014,Abu Dhabi Grand Prix,McLaren
234,22548,16,11,56.0,01:33.3,204.534,Button,+2 Laps,2015,Australian Grand Prix,McLaren
235,22554,17,17,,,,Magnussen,Withdrew,2015,Australian Grand Prix,McLaren
236,22573,18,18,17.0,01:48.5,183.983,Alonso,ERS,2015,Malaysian Grand Prix,McLaren
237,22572,17,17,38.0,01:46.1,188.153,Button,Turbo,2015,Malaysian Grand Prix,McLaren
238,22587,18,12,40.0,01:43.7,189.183,Alonso,+1 Lap,2015,Chinese Grand Prix,McLaren
239,22589,17,14,21.0,01:45.0,186.907,Button,+1 Lap,2015,Chinese Grand Prix,McLaren
240,22606,14,11,38.0,01:39.0,196.815,Alonso,+1 Lap,2015,Bahrain Grand Prix,McLaren
241,22615,20,20,,,,Button,ERS,2015,Bahrain Grand Prix,McLaren
242,22631,14,16,46.0,01:31.2,183.826,Button,+1 Lap,2015,Spanish Grand Prix,McLaren
243,22635,13,20,23.0,01:33.4,179.446,Alonso,Brakes,2015,Spanish Grand Prix,McLaren
244,22643,10,8,76.0,01:19.5,151.128,Button,Finished,2015,Monaco Grand Prix,McLaren
245,22654,13,19,36.0,01:20.5,149.308,Alonso,Gearbox,2015,Monaco Grand Prix,McLaren
246,22675,13,20,41.0,01:19.6,197.28,Alonso,Engine,2015,Canadian Grand Prix,McLaren
247,22674,20,19,49.0,01:18.9,199.092,Button,Retired,2015,Canadian Grand Prix,McLaren
248,22695,19,20,,,,Alonso,Collision,2015,Austrian Grand Prix,McLaren
249,22692,20,17,5.0,01:52.2,138.792,Button,Retired,2015,Austrian Grand Prix,McLaren
250,22705,17,10,30.0,01:38.9,214.471,Alonso,+1 Lap,2015,British Grand Prix,McLaren
251,22713,18,19,,,,Button,Collision,2015,British Grand Prix,McLaren
252,22720,15,5,67.0,01:27.3,180.637,Alonso,Finished,2015,Hungarian Grand Prix,McLaren
253,22724,16,9,65.0,01:28.5,178.139,Button,Finished,2015,Hungarian Grand Prix,McLaren
254,22748,20,13,34.0,01:53.7,221.778,Alonso,+1 Lap,2015,Belgian Grand Prix,McLaren
255,22749,19,14,38.0,01:55.5,218.244,Button,+1 Lap,2015,Belgian Grand Prix,McLaren
256,22769,15,14,33.0,01:29.8,232.324,Button,+1 Lap,2015,Italian Grand Prix,McLaren
257,22773,16,18,42.0,01:29.3,233.575,Alonso,+6 Laps,2015,Italian Grand Prix,McLaren
258,22806,12,11,45.0,01:39.6,209.862,Alonso,+1 Lap,2015,Japanese Grand Prix,McLaren
259,22811,14,16,31.0,01:40.1,208.799,Button,+1 Lap,2015,Japanese Grand Prix,McLaren
260,22826,19,11,29.0,01:42.6,205.115,Alonso,Finished,2015,Russian Grand Prix,McLaren
261,22824,13,9,53.0,01:43.1,204.261,Button,Finished,2015,Russian Grand Prix,McLaren
262,22847,9,11,55.0,01:44.3,190.243,Alonso,Finished,2015,United States Grand Prix,McLaren
263,22842,11,6,50.0,01:43.0,192.638,Button,Finished,2015,United States Grand Prix,McLaren
264,22870,20,14,49.0,01:23.0,186.666,Button,Finished,2015,Mexican Grand Prix,McLaren
265,22876,18,20,,,,Alonso,Retired,2015,Mexican Grand Prix,McLaren
266,22891,20,15,54.0,01:16.5,202.726,Alonso,+1 Lap,2015,Brazilian Grand Prix,McLaren
267,22890,16,14,53.0,01:16.3,203.252,Button,+1 Lap,2015,Brazilian Grand Prix,McLaren
268,22908,12,12,29.0,01:47.5,185.978,Button,+1 Lap,2015,Abu Dhabi Grand Prix,McLaren
269,22913,16,17,52.0,01:44.8,190.793,Alonso,+2 Laps,2015,Abu Dhabi Grand Prix,McLaren
270,22930,12,14,33.0,01:31.7,208.223,Button,+1 Lap,2016,Australian Grand Prix,McLaren
271,22937,11,21,14.0,01:32.6,206.268,Alonso,Collision,2016,Australian Grand Prix,McLaren
272,22948,12,10,44.0,01:36.1,202.694,Vandoorne,+1 Lap,2016,Bahrain Grand Prix,McLaren
273,22958,14,20,3.0,01:39.4,195.954,Button,Power Unit,2016,Bahrain Grand Prix,McLaren
274,22972,11,12,36.0,01:42.2,191.962,Alonso,Finished,2016,Chinese Grand Prix,McLaren
